Record Length,2500,Points,-16.7999994E-3,5.03999996,
Sample Interval,39.99999899E-6,s,-16.7599991E-3,5.07999992,
Trigger Point,419.999995634,Samples,-16.7199988E-3,5.11999989,
,,,-16.6799985E-3,5.03999996,
,,,-16.6400000E-3,5.03999996,
,,,-16.5999997E-3,5.03999996,
Source,CH1,,-16.5599994E-3,5.07999992,
Vertical Units,Volts,,-16.5199991E-3,5.03999996,
Vertical Scale,999.999977648E-3,,-16.4799988E-3,5.07999992,
Vertical Offset,0,,-16.4399985E-3,5.03999996,
Horizontal Units,s,,-16.4000001E-3,5.03999996,
Horizontal Scale,9.999999747E-3,,-16.3599998E-3,5.03999996,
Pt Fmt,Y,,-16.3199995E-3,5.11999989,
Yzero,-7.04000000,,-16.2799992E-3,5.07999992,
Probe Atten,10.0000000,,-16.2399989E-3,5.07999992,
,,,-16.1999986E-3,5.03999996,
Note,TDS 2022B - 1:38:00 PM   6/2/2022,,-16.1600001E-3,5.03999996,
,,,-16.1199998E-3,5.07999992,
,,,-16.0799995E-3,5.03999996,
,,,-16.0399992E-3,5.07999992,
,,,-15.9999989E-3,5.07999992,
,,,-15.9599986E-3,5.07999992,
,,,-15.9200002E-3,5.03999996,
,,,-15.8799998E-3,5.03999996,
,,,-15.8399995E-3,5.03999996,
,,,-15.7999992E-3,5.03999996,
,,,-15.7599989E-3,5.03999996,
,,,-15.7199986E-3,5.03999996,
,,,-15.6800002E-3,5.03999996,
,,,-15.6399999E-3,5.00000000,
,,,-15.5999996E-3,5.03999996,
,,,-15.5599993E-3,5.00000000,
,,,-15.5199990E-3,5.07999992,
,,,-15.4799996E-3,5.03999996,
,,,-15.4399993E-3,5.11999989,
,,,-15.3999990E-3,5.03999996,
,,,-15.3599996E-3,5.03999996,
,,,-15.3199993E-3,5.07999992,
,,,-15.2799990E-3,5.07999992,
,,,-15.2399996E-3,5.03999996,
,,,-15.1999993E-3,5.03999996,
,,,-15.1599990E-3,5.07999992,
,,,-15.1199996E-3,5.03999996,
,,,-15.0799993E-3,5.07999992,
,,,-15.0399990E-3,5.03999996,
,,,-14.9999997E-3,5.03999996,
,,,-14.9599994E-3,5.07999992,
,,,-14.9199991E-3,5.03999996,
,,,-14.8799997E-3,5.03999996,
,,,-14.8399994E-3,5.07999992,
,,,-14.7999991E-3,5.03999996,
,,,-14.7599997E-3,5.03999996,
,,,-14.7199994E-3,5.07999992,
,,,-14.6799991E-3,5.03999996,
,,,-14.6399997E-3,5.03999996,
,,,-14.5999994E-3,5.07999992,
,,,-14.5599991E-3,5.03999996,
,,,-14.5199997E-3,5.03999996,
,,,-14.4799994E-3,5.07999992,
,,,-14.4399991E-3,5.03999996,
,,,-14.3999998E-3,5.03999996,
,,,-14.3599994E-3,5.03999996,
,,,-14.3199991E-3,5.03999996,
,,,-14.2799998E-3,5.03999996,
,,,-14.2399995E-3,5.07999992,
,,,-14.1999992E-3,5.03999996,
,,,-14.1599998E-3,5.03999996,
,,,-14.1199995E-3,5.03999996,
,,,-14.0799992E-3,5.07999992,
,,,-14.0399998E-3,5.07999992,
,,,-13.9999995E-3,5.03999996,
,,,-13.9599992E-3,5.03999996,
,,,-13.9199998E-3,5.03999996,
,,,-13.8799995E-3,5.03999996,
,,,-13.8399992E-3,5.07999992,
,,,-13.7999998E-3,5.03999996,
,,,-13.7599995E-3,5.03999996,
,,,-13.7199992E-3,5.11999989,
,,,-13.6799999E-3,5.11999989,
,,,-13.6399996E-3,5.00000000,
,,,-13.5999992E-3,5.07999992,
,,,-13.5599999E-3,5.07999992,
,,,-13.5199996E-3,5.07999992,
,,,-13.4799993E-3,5.07999992,
,,,-13.4399999E-3,5.00000000,
,,,-13.3999996E-3,5.03999996,
,,,-13.3599993E-3,5.07999992,
,,,-13.3199999E-3,5.07999992,
,,,-13.2799996E-3,5.07999992,
,,,-13.2399993E-3,5.03999996,
,,,-13.1999999E-3,5.03999996,
,,,-13.1599996E-3,5.03999996,
,,,-13.1199993E-3,5.03999996,
,,,-13.0799999E-3,5.07999992,
,,,-13.0399996E-3,5.07999992,
,,,-12.9999993E-3,5.07999992,
,,,-12.9600000E-3,5.03999996,
,,,-12.9199997E-3,5.03999996,
,,,-12.8799994E-3,5.03999996,
,,,-12.8399990E-3,5.07999992,
,,,-12.7999997E-3,5.07999992,
,,,-12.7599994E-3,5.03999996,
,,,-12.7199991E-3,5.07999992,
,,,-12.6799997E-3,5.03999996,
,,,-12.6399994E-3,5.03999996,
,,,-12.5999991E-3,5.07999992,
,,,-12.5599997E-3,5.11999989,
,,,-12.5199994E-3,5.03999996,
,,,-12.4799991E-3,5.03999996,
,,,-12.4399997E-3,5.03999996,
,,,-12.3999994E-3,5.03999996,
,,,-12.3599991E-3,5.03999996,
,,,-12.3199997E-3,5.03999996,
,,,-12.2799994E-3,5.07999992,
,,,-12.2399991E-3,5.07999992,
,,,-12.1999998E-3,5.03999996,
,,,-12.1599995E-3,5.03999996,
,,,-12.1199992E-3,5.03999996,
,,,-12.0799998E-3,5.07999992,
,,,-12.0399995E-3,5.03999996,
,,,-11.9999992E-3,5.07999992,
,,,-11.9599998E-3,5.03999996,
,,,-11.9199995E-3,5.03999996,
,,,-11.8799992E-3,5.03999996,
,,,-11.8399998E-3,5.03999996,
,,,-11.7999995E-3,5.03999996,
,,,-11.7599992E-3,5.07999992,
,,,-11.7199998E-3,5.07999992,
,,,-11.6799995E-3,5.03999996,
,,,-11.6399992E-3,5.03999996,
,,,-11.5999999E-3,5.07999992,
,,,-11.5599995E-3,5.07999992,
,,,-11.5199992E-3,5.03999996,
