Record Length,2500,Points,-23.59999903E-3,5.03999996,
Sample Interval,39.99999899E-6,s,-23.55999872E-3,5.03999996,
Trigger Point,589.999990541,Samples,-23.51999842E-3,5.03999996,
,,,-23.47999811E-3,5.07999992,
,,,-23.43999967E-3,5.03999996,
,,,-23.39999937E-3,5.03999996,
Source,CH1,,-23.35999906E-3,5.07999992,
Vertical Units,Volts,,-23.31999876E-3,5.07999992,
Vertical Scale,999.999977648E-3,,-23.27999845E-3,5.03999996,
Vertical Offset,0,,-23.23999815E-3,5.07999992,
Horizontal Units,s,,-23.19999970E-3,5.03999996,
Horizontal Scale,9.999999747E-3,,-23.15999940E-3,5.07999992,
Pt Fmt,Y,,-23.11999910E-3,5.07999992,
Yzero,-6.84000000,,-23.07999879E-3,5.03999996,
Probe Atten,10.0000000,,-23.03999849E-3,5.07999992,
,,,-22.99999818E-3,5.07999992,
Note,TDS 2022B - 1:45:30 PM   6/2/2022,,-22.95999974E-3,5.07999992,
,,,-22.91999944E-3,5.07999992,
,,,-22.87999913E-3,5.03999996,
,,,-22.83999883E-3,5.07999992,
,,,-22.79999852E-3,5.07999992,
,,,-22.75999822E-3,5.03999996,
,,,-22.71999978E-3,5.07999992,
,,,-22.67999947E-3,5.03999996,
,,,-22.63999917E-3,5.07999992,
,,,-22.59999886E-3,5.07999992,
,,,-22.55999856E-3,5.03999996,
,,,-22.51999825E-3,5.03999996,
,,,-22.47999981E-3,5.07999992,
,,,-22.43999951E-3,5.11999989,
,,,-22.39999920E-3,5.07999992,
,,,-22.35999890E-3,5.03999996,
,,,-22.31999859E-3,5.03999996,
,,,-22.27999829E-3,5.07999992,
,,,-22.23999985E-3,5.03999996,
,,,-22.19999954E-3,5.07999992,
,,,-22.15999924E-3,5.07999992,
,,,-22.11999893E-3,5.07999992,
,,,-22.07999863E-3,5.07999992,
,,,-22.03999832E-3,5.03999996,
,,,-21.99999988E-3,5.07999992,
,,,-21.95999958E-3,5.07999992,
,,,-21.91999927E-3,5.03999996,
,,,-21.87999897E-3,5.03999996,
,,,-21.83999866E-3,5.03999996,
,,,-21.79999836E-3,5.07999992,
,,,-21.75999992E-3,5.03999996,
,,,-21.71999961E-3,5.03999996,
,,,-21.67999931E-3,5.03999996,
,,,-21.63999900E-3,5.03999996,
,,,-21.59999870E-3,5.03999996,
,,,-21.55999839E-3,5.07999992,
,,,-21.51999995E-3,5.07999992,
,,,-21.47999965E-3,5.03999996,
,,,-21.43999934E-3,5.03999996,
,,,-21.39999904E-3,5.07999992,
,,,-21.35999873E-3,5.03999996,
,,,-21.31999843E-3,5.07999992,
,,,-21.27999999E-3,5.07999992,
,,,-21.23999968E-3,5.03999996,
,,,-21.19999938E-3,5.03999996,
,,,-21.15999907E-3,5.03999996,
,,,-21.11999877E-3,5.03999996,
,,,-21.07999846E-3,5.07999992,
,,,-21.04000002E-3,5.07999992,
,,,-20.99999972E-3,5.03999996,
,,,-20.95999941E-3,5.03999996,
,,,-20.91999911E-3,5.03999996,
,,,-20.87999880E-3,5.07999992,
,,,-20.83999850E-3,5.07999992,
,,,-20.79999819E-3,5.07999992,
,,,-20.75999975E-3,5.07999992,
,,,-20.71999945E-3,5.03999996,
,,,-20.67999914E-3,5.07999992,
,,,-20.63999884E-3,5.03999996,
,,,-20.59999853E-3,5.03999996,
,,,-20.55999823E-3,5.07999992,
,,,-20.51999979E-3,5.03999996,
,,,-20.47999948E-3,5.03999996,
,,,-20.43999918E-3,5.07999992,
,,,-20.39999887E-3,5.07999992,
,,,-20.35999857E-3,5.07999992,
,,,-20.31999826E-3,5.07999992,
,,,-20.27999982E-3,5.07999992,
,,,-20.23999952E-3,5.03999996,
,,,-20.19999921E-3,5.03999996,
,,,-20.15999891E-3,5.03999996,
,,,-20.11999860E-3,5.03999996,
,,,-20.0799983E-3,5.03999996,
,,,-20.0399999E-3,5.03999996,
,,,-19.9999996E-3,5.03999996,
,,,-19.9599992E-3,5.07999992,
,,,-19.9199989E-3,5.07999992,
,,,-19.8799986E-3,5.07999992,
,,,-19.8399983E-3,5.07999992,
,,,-19.7999999E-3,5.03999996,
,,,-19.7599996E-3,5.07999992,
,,,-19.7199993E-3,5.07999992,
,,,-19.6799990E-3,5.07999992,
,,,-19.6399987E-3,5.03999996,
,,,-19.5999984E-3,5.03999996,
,,,-19.5599999E-3,5.07999992,
,,,-19.5199996E-3,5.03999996,
,,,-19.4799993E-3,5.07999992,
,,,-19.4399990E-3,5.03999996,
,,,-19.3999987E-3,5.03999996,
,,,-19.3599984E-3,5.03999996,
,,,-19.3200000E-3,5.07999992,
,,,-19.2799997E-3,5.07999992,
,,,-19.2399994E-3,5.07999992,
,,,-19.1999990E-3,5.03999996,
,,,-19.1599987E-3,5.03999996,
,,,-19.1199984E-3,5.07999992,
,,,-19.0800000E-3,5.07999992,
,,,-19.0399997E-3,5.07999992,
,,,-18.9999994E-3,5.03999996,
,,,-18.9599991E-3,5.03999996,
,,,-18.9199988E-3,5.07999992,
,,,-18.8799985E-3,5.07999992,
,,,-18.8400000E-3,5.07999992,
,,,-18.7999997E-3,5.11999989,
,,,-18.7599994E-3,5.07999992,
,,,-18.7199991E-3,5.07999992,
,,,-18.6799988E-3,5.03999996,
,,,-18.6399985E-3,5.03999996,
,,,-18.6000001E-3,5.07999992,
,,,-18.5599998E-3,5.07999992,
,,,-18.5199995E-3,5.07999992,
,,,-18.4799992E-3,5.03999996,
,,,-18.4399989E-3,5.03999996,
,,,-18.3999985E-3,5.07999992,
,,,-18.3599982E-3,5.03999996,
,,,-18.3199998E-3,5.07999992,
,,,-18.2799995E-3,5.07999992,
,,,-18.2399992E-3,5.07999992,
,,,-18.1999989E-3,5.07999992,
,,,-18.1599986E-3,5.03999996,
,,,-18.1199983E-3,5.03999996,
,,,-18.0799998E-3,5.07999992,
,,,-18.0399995E-3,5.03999996,
,,,-17.9999992E-3,5.03999996,
,,,-17.9599989E-3,5.07999992,
,,,-17.9199986E-3,5.03999996,
,,,-17.8799983E-3,5.03999996,
,,,-17.8399999E-3,5.03999996,
,,,-17.7999996E-3,5.07999992,
,,,-17.7599993E-3,5.07999992,
,,,-17.7199990E-3,5.07999992,
,,,-17.6799987E-3,5.03999996,
,,,-17.6399983E-3,5.03999996,
,,,-17.5999999E-3,5.03999996,
,,,-17.5599996E-3,5.03999996,
,,,-17.5199993E-3,5.07999992,
,,,-17.4799990E-3,5.07999992,
,,,-17.4399987E-3,5.07999992,
,,,-17.3999984E-3,5.07999992,
,,,-17.3599999E-3,5.03999996,
,,,-17.3199996E-3,5.07999992,
,,,-17.2799993E-3,5.03999996,
,,,-17.2399990E-3,5.03999996,
,,,-17.1999987E-3,5.03999996,
,,,-17.1599984E-3,5.07999992,
